Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241203_LSanders_A2_01;W2_20241203_LSanders_A2_02;W2_20241203_LSanders_A2_03;W4_20241203_LSanders_A3_01;W4_20241203_LSanders_A3_02;W4_20241203_LSanders_A3_03;W8_20241203_LSanders_A4_01;W8_20241203_LSanders_A4_02;W8_20241203_LSanders_A4_03;W12_20241203_LSanders_A5_01;W12_20241203_LSanders_A5_02;W12_20241203_LSanders_A5_03;W16_20241203_LSanders_A6_01;W16_20241203_LSanders_A6_02;W16_20241203_LSanders_A6_03;W20_20241203_LSanders_A7_01;W20_20241203_LSanders_A7_02;W20_20241203_LSanders_A7_03;W24_20241203_LSanders_A8_01;W24_20241203_LSanders_A8_02;W24_20241203_LSanders_A8_03;W28_20241203_LSanders_A9_01;W28_20241203_LSanders_A9_02;W28_20241203_LSanders_A9_03
P31276;7;2;26.5479;1.20294162964107E-07;1.51703129691583E-08;3.81134124199763;0.999999999998187;W0;W8;35778.0212;Homeobox protein Hox-C13 OS=Homo sapiens OX=9606 GN=HOXC13 PE=1 SV=3;10818.0959623031;9141.73628201262;8775.32548330916;3633.83068682782;2610.55607663891;1866.40848619998;2385.18247371787;2680.19311616859;2742.38242164085;7183.11802259196;7250.9485844346;7088.90183281782;5007.6300579603;5169.31595232252;4962.54827134324;4868.26049055932;4904.74174495385;4479.49171392479;5187.37253218213;4696.84490411352;4704.29603459213;5161.06147859299;5005.47714991781;4604.67440769953
P07225;44;37;277.4896;1.33602182095238E-07;1.65015950173646E-08;2.61498131794776;0.999999999997054;W4;W28;77175.6798;Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=1;276243.968917547;320062.72371369;347925.599815785;406511.081950725;513935.883970671;482269.491990982;202577.851051233;208567.678259943;214032.917277881;206837.170040068;209333.558397118;218373.316063281;255794.286460836;263070.867107213;251677.607811537;282656.178661565;267716.205954306;271164.598245298;231502.663274253;280907.070988597;225238.138379787;188374.212570209;174940.257755145;173101.009313036
P09871;43;42;314.9172;1.34394043227459E-07;1.65015950173646E-08;1.72822138243776;0.999999999996973;W4;W0;78224.2859;Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1;112899.936364626;107950.226732258;110024.533290563;122948.914486827;122838.827721208;130015.314275661;110716.713844206;103541.93862828;111523.681128707;116264.971526917;113782.268157246;115445.629039455;124625.241928556;127364.396733074;119451.897381541;118382.12856716;118605.507820845;120659.284568305;126116.682969952;124413.469106049;120858.879925887;115737.252377714;127788.525255692;126520.347943477
P15169;19;16;142.8143;1.35637885811946E-07;1.65015950173646E-08;4.01806628371036;0.999999999996843;W4;W0;52571.4498;Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1;96608.0634130228;132633.297970883;162929.483768464;263990.157764803;273553.289702552;212969.777053116;70485.6666150942;73222.0587999561;74750.6745240144;61253.4484484264;64720.9852249931;65312.3344003875;89360.3503119975;91342.2491472605;92132.3376185255;106009.641055327;106545.384635025;98843.6381831609;98672.5349579481;100189.682727273;99385.561125201;103446.535419859;105053.891426869;104291.184848637
P11597;12;9;85.6404;1.45509989502024E-07;1.74967826322264E-08;2.21677959607539;0.999999999995661;W0;W28;55155.5027;Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2;64802.2634562193;65720.4593245787;62780.9624251187;65713.8850460702;66170.7795109136;61921.3323991468;66022.8164589588;66918.7513029758;68709.7140907948;57160.3834692715;59159.826472881;58403.0015015419;60899.0485881476;60797.019237062;62088.4245421708;64299.4017477497;65000.6931111052;61641.8193081018;57272.9287893255;59085.066923424;58979.6447037241;35306.8167147737;38607.2586990378;36848.1526271437
P04070;14;9;121.6411;1.54865482326905E-07;1.84076867507572E-08;4.90037445242217;0.999999999994265;W0;W2;53440.0088;Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1;177938.634155584;154597.561604563;163241.038716205;386643.668912491;399850.198549398;427034.817217087;336239.439502054;348332.773676647;363016.172864116;195769.485364102;195942.253606413;203480.150512738;370636.694439693;365927.052189892;353947.653990168;380870.933634328;381478.307055339;368190.461112249;456653.956269717;459530.532529526;455950.207119243;570974.348971461;654175.839821646;629360.285436379
Q9NPC6;3;3;11.3807;2.01790793186163E-07;2.37127822693217E-08;2.74488713918881;0.999999999981998;W4;W28;29897.9561;Myozenin-2 OS=Homo sapiens OX=9606 GN=MYOZ2 PE=1 SV=1;52798.7724939859;48999.828328298;50146.4276473422;64559.3802842175;66741.4574133827;64915.4133230648;37543.1377082915;36822.3567238195;37383.7228833722;52793.5391417743;53951.8039312655;53268.3561595448;42272.6196799249;43186.5100368713;46052.6832200438;33468.3951464802;33961.5848996815;32806.3835055486;31527.3497055557;29886.0817228812;32317.8540697428;24193.4186792905;23637.0759911127;23653.7744710422
"A0A0C4DH67;A0A0C4DH69";6;4;50.8352;2.09998964217917E-07;2.41673353567259E-08;1.97560303701852;0.999999999978701;W4;W12;12765.4424;Immunoglobulin kappa variable 1-8 OS=Homo sapiens OX=9606 GN=IGKV1-8 PE=1 SV=1;21400.0205050323;18808.6630650539;16932.6150024267;19986.5243744214;21304.8230457205;23107.4277806365;10791.8929340446;15207.3339776606;10318.9956911987;11362.7047136403;10793.2513598905;10441.0656935372;12621.3895053857;12390.8595775573;12732.5436799764;11862.9397558761;12717.5944879344;12674.3891906622;13162.0070343398;13575.5047377512;14117.1032360704;14238.633420694;15284.3727071284;12841.4754057024
Q4L180;5;3;29.9196;2.10333011341213E-07;2.41673353567259E-08;7.15275481163905;0.999999999978558;W12;W28;131009.2146;Filamin A-interacting protein 1-like OS=Homo sapiens OX=9606 GN=FILIP1L PE=1 SV=2;5573.257182352;5251.49444103379;5136.30207333011;6290.26367532231;6124.66957630347;5892.050812326;4399.86763359693;5129.95933876414;4779.93011608556;6513.59793527706;6465.42052804044;6841.58177695799;6663.68682086327;6252.3260172132;5859.9481655819;5376.7016403432;5396.97773122202;5128.76377412877;4101.87861169379;3734.58371217615;4093.16508376844;964.279885498291;678.431663374379;1128.33272179395
Q08380;23;22;155.3447;2.43943123034995E-07;2.77211361284214E-08;5.13346419454526;0.999999999960619;W0;W28;66243.5215;Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1;409963.923210084;387188.31017743;372403.886988824;416056.580621747;413364.476166879;435266.734758618;125930.216460855;118506.312936969;119408.919648393;148898.890640092;143493.594977988;144037.243764998;198216.042275513;195156.968816137;192895.574377026;225837.693076323;217945.834470981;204704.549094655;176176.941618549;230584.876573757;191835.985950265;108666.416311596;94536.7114289337;101780.296508329
P07954;3;2;15.5258;2.92915947719408E-07;3.28143708394065E-08;9.87811976134757;0.999999999920659;W28;W16;54808.2224;Fumarate hydratase_ mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3;4919.70808129606;4544.47840167385;4341.67792756871;1791.27365888028;3927.56463019904;1310.51170582881;1854.53701517803;1529.19052662241;1684.98336056577;798.404023062994;1102.19635576348;859.242193267411;644.862691416901;482.113494513177;584.494475219902;519.280882457514;704.436362501415;519.046808254928;3553.86335934702;4184.67391972891;3220.46753175467;5662.02532078684;7318.66385302182;3925.42298506356
"P0DJI8;P0DJI9";8;7;99.897;2.95109501169399E-07;3.28143708394065E-08;2.22764538212665;0.999999999918257;W0;W12;13603.0988;Serum amyloid A-1 protein OS=Homo sapiens OX=9606 GN=SAA1 PE=1 SV=2;77668.0615858237;73366.1750917001;73328.151219079;62385.6039895474;51417.9306097776;47827.6492978012;53420.5940272875;54287.3241353674;54473.4660812329;52861.2510876777;54878.4966548566;52046.2831017454;54887.0055489251;53680.2182992657;55971.9135502936;65523.0669534772;69434.5659121481;69618.08143863;57699.8035788288;62028.4693884023;53695.6449947248;64405.3152756335;65909.6116176334;62432.3554623816
O14791;31;28;275.2872;3.13172658805705E-07;3.4452427238404E-08;1.52967344581917;0.999999999896499;W2;W28;44031.3007;Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5;105267.638005607;101462.021068225;105490.012443843;88276.6002283396;85088.2440885079;88664.6607886299;93668.8988712797;90475.5734181418;93197.4050904455;94149.6695170438;96101.7519726657;100217.174186315;101081.081020637;99854.4541278622;101890.168551918;103615.712656474;100867.956017844;95468.4462240721;96407.6791092297;103961.113840266;99676.8558190961;68672.618014294;65143.2478117114;70292.842716343
Q2KHR3;3;1;14.448;3.36687541069303E-07;3.66494345885177E-08;4.42613937940144;0.999999999864987;W4;W8;190713.6676;Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3;29272.2443960734;27413.3031498706;26807.6800183492;30317.3465143743;35351.343695915;30700.0619286885;7133.74880368417;7532.75714918521;7106.13694840545;13553.7477502575;12114.9978549042;12437.2281206949;16979.9181097559;18578.9321722851;15658.2748259024;15161.5834029498;15399.1349960641;10862.5704153303;16759.5352259053;24964.6571158692;10128.0872937067;25864.6446416376;26907.1183486131;26102.9847917837
"P01700;P01699";4;3;14.93;3.87450026728686E-07;4.1735757517699E-08;2.79952407580181;0.999999999755749;W0;W20;12454.6822;Immunoglobulin lambda variable 1-47 OS=Homo sapiens OX=9606 GN=IGLV1-47 PE=1 SV=2;18812.9018368923;15601.3970793019;15189.9051967601;38472.6077694465;39790.9980009855;40072.2810689885;17655.5993776236;17110.983180754;19351.7779702514;17103.4559078896;16696.71840801;17614.0573763019;17569.7017764672;17822.1591715597;17962.3130808835;15790.2405842636;15947.2475127608;15739.2769191076;23650.4500505696;24764.8802691398;23285.1510481383;30963.5360720681;26298.8770237246;28136.2156448271
Q9UK55;28;21;202.0075;4.21502728609191E-07;4.47461652132576E-08;1.5618261850483;0.999999999665436;W0;W12;50821.1567;Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1;26552.2490485908;27884.1891815859;24398.7979004623;33270.2254313716;37364.9381419419;32688.6256451248;22189.1918966281;23290.8215290481;22403.8556808714;22497.6917089673;22475.4541717038;22432.1264855698;22489.5846619761;23848.6680224895;23213.595384705;24220.2325782616;25024.3994329663;24934.0633132093;24911.1450743596;25626.3677577917;23047.7662463486;28708.3463444598;27782.950913219;26396.361890197
P02042;30;17;182.277;4.24050968228507E-07;4.47461652132576E-08;1.73977149317726;0.999999999657876;W0;W16;16169.5581;Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2;37213.2173219075;35288.4785608712;34207.4096709681;40458.5231223999;41645.0016723378;40165.0162959778;27810.1984656483;27897.7926746124;28203.8844132707;30887.1758586445;30328.0026261134;31435.4602443064;27114.8488457448;25703.3725434197;26358.8165885885;30390.8613417386;31421.1015308486;29125.524349535;34252.303801931;37621.292500336;35223.6948778925;39698.3127739028;40973.6298725172;40334.2184637972
P18428;18;16;142.1821;5.08837685542218E-07;5.315056827882E-08;2.51674795759163;0.999999999333856;W28;W12;53554.796;Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3;43446.3321809364;44875.1823894676;40883.7054192913;37834.1111206362;42236.0694192191;34900.3684598618;58912.6737477569;61423.2351048145;63908.4690403994;33440.9293075562;34694.1318214752;34686.5370449295;42133.9278853776;43763.1775716523;43817.7291276473;43712.2248461784;45158.4547089093;42946.4732851282;57366.1326693152;53564.4144092181;54344.8994536375;91426.2364461372;84325.1859289823;83024.6248255034
P01877;21;4;207.9186;5.49729635479501E-07;5.68477117990302E-08;3.4206695403106;0.999999999121998;W28;W20;43189.3768;Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=5;17919.5237462195;17302.3627352587;17230.1944062572;23665.3405691275;23412.3748768823;23881.8603734128;15215.0958320656;14821.1923843438;15548.1930373459;15883.5933162141;15887.6231263798;15592.6748159428;15429.2280336303;15540.9728269042;15337.4864459245;13552.571628628;13282.2123071738;12909.2056511089;15396.4732018212;16330.8591028632;15631.090627447;51931.6821840272;44926.9089555225;39092.4634508173
A0A0B4J1V0;13;9;75.7285;5.73235131695604E-07;5.86915073662822E-08;1.86974426962697;0.999999998979436;W0;W28;13096.889;Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=1 SV=1;151687.774302403;143981.844786226;140231.598470076;118157.857497368;115627.910404194;117290.677448169;97795.2689028882;94487.3183825713;92723.6197344213;134764.552322112;136560.721586907;130691.382764347;126135.424037573;124097.252000567;129474.699592507;144175.083946009;141466.311855979;134124.997896771;125947.960020084;139602.716821001;126275.184584675;78055.7277646211;79192.2826765803;78469.1117192105
Q6IPM2;2;1;9.5886;6.31595194033885E-07;6.40327985827337E-08;2.08718350082694;0.999999998567454;W12;W28;77696.8244;IQ domain-containing protein E OS=Homo sapiens OX=9606 GN=IQCE PE=1 SV=2;34059.7770374599;31064.6923271176;33951.5524847526;25429.1431077063;23288.0511482019;20996.6976281155;21678.1235419962;20065.5343265441;21737.6402894364;34792.2448730838;34917.0038549412;34374.2403397494;26523.0583048562;27206.6440717568;26823.3420374584;21932.6943179505;22757.2943326833;22614.8190894958;30469.5727845175;26791.1195801129;27546.6783238577;16794.2790058098;19125.3221017221;13948.3137291542
P01023;297;256;1725.6543;7.83296718487314E-07;7.86417050138857E-08;2.06531954537587;0.999999997000643;W0;W28;164716.9032;Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3;1383986.8847928;1322999.85316402;1276029.3374181;1654648.98299033;1714095.31218153;1760254.67959117;1055535.1600845;1003337.41634631;1067106.42062493;1059038.47122288;1041224.70880501;1053795.20437628;1066295.81480981;1041159.12624068;1043151.59270732;1050634.8612671;979442.631600646;962497.414636121;963888.647248365;1052607.13037517;983702.538203741;851052.483008979;860543.168234964;920266.561622688
P02649;47;39;316.0748;8.05142800097691E-07;8.00577559875873E-08;1.77858708369925;0.999999996711381;W0;W8;36268.2027;Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1;211935.226870552;209052.021425013;152146.685199393;216245.352913826;207788.676472253;198538.460761157;140441.532178558;141914.724687995;143416.821909114;156299.298396747;156649.758087923;155419.796410223;167843.615400519;168797.549152354;168775.897953304;175039.132919878;177195.321766449;173428.573057174;159684.617703129;161723.55324496;162407.842156931;144251.89559485;146547.602189024;138742.078512313
Q96PY5;6;4;40.6043;1.00260785340645E-06;9.8742846213466E-08;2.04138758250957;0.999999993149488;W28;W12;123777.2512;Formin-like protein 2 OS=Homo sapiens OX=9606 GN=FMNL2 PE=1 SV=3;7091.73647885375;5931.83598476583;7038.15084798482;13289.5094837312;10662.6274011644;8894.66054022859;7636.54470475122;8245.39747135944;8128.68460854545;6368.03257949051;6297.75023529186;6337.46289338185;7902.97290206623;7862.97264724327;8565.72291482919;8177.44360056498;8151.51829600391;8770.77017913745;12167.8952742306;9883.97907403936;10205.1040257286;12115.4709981424;14064.1270439088;12613.3917739736
"P04433;A0A0A0MRZ8";5;3;22.0224;1.01453047574029E-06;9.89744439536592E-08;2.31821004418116;0.999999992884533;W0;W16;12689.2465;Immunoglobulin kappa variable 3-11 OS=Homo sapiens OX=9606 GN=IGKV3-11 PE=1 SV=1;10105.9800550261;9072.92988709824;10095.7299477686;14312.9413456039;14152.308481239;14357.5861542672;11584.4460732601;10398.8157688254;11128.5166898147;9457.62849092499;9397.84774938624;9818.51086520975;9129.77220942238;9638.45082114641;9704.49318388121;11382.6578519767;11107.3971097817;12945.231893911;11541.0626534185;8849.23494497925;12870.653995848;16083.3404176467;15707.5838376869;11331.7071526262
P49908;11;7;71.4561;1.30653456242857E-06;1.25821441159303E-07;2.89186639768138;0.999999985044673;W0;W12;42642.7579;Selenoprotein P OS=Homo sapiens OX=9606 GN=SELENOP PE=1 SV=3;746071.985775829;710943.588156504;716327.389694912;1178535.30327284;1237575.72477181;1242688.36900825;763346.280190285;759769.33286908;795072.531225964;565812.861691991;575917.073840667;557532.603985936;842424.055560637;854661.508561065;847005.546590961;952687.258969898;956128.485527105;919506.392300085;977408.943535731;1005317.2177561;966879.502161887;1118989.28159228;1102091.37031154;1140046.01132418
P22352;17;14;105.4727;1.31405811454322E-06;1.25821441159303E-07;1.85845680542033;0.999999984768785;W4;W28;25630.453;Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2;56466.6395395397;54196.1534336207;64097.285152648;81315.2519876541;87299.4335612991;83818.4801916843;47222.4337469567;50254.7277178513;49206.2959377622;50732.5684062235;52468.5196669285;53599.3572648491;61718.5464706018;59215.7597515538;56438.2458838543;57726.8845925294;48116.3106597803;51733.8595498294;51452.5598065181;64048.9752895782;52421.2936524688;44925.6584461324;47520.3660549015;43383.4255052276
P02654;17;15;87.3563;1.3682266666315E-06;1.29806186416389E-07;2.23256620023387;0.999999982687008;W0;W8;9331.9412;Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1;157141.927207377;158464.349678125;148038.96043938;179414.247520213;158583.339427845;144524.788811839;88723.7667864434;88341.3972312566;91441.4143342127;134954.058463921;134369.347885826;134054.721602958;163818.106729673;168104.680491913;164740.284470121;186641.983105848;200066.090499524;187360.725223901;112842.773624042;109463.814450271;113105.924346415;115279.54191742;84986.888949279;90615.4370679448
P04004;74;66;403.0702;1.46986467230992E-06;1.38181055297989E-07;1.36944671517415;0.99999997831497;W28;W8;55104.0374;Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1;715745.640690997;673347.878232082;684120.840463716;700868.41506639;710432.800047447;750392.041563113;536169.668410858;545686.847821806;552797.890502356;614639.835033351;628427.621230082;606917.928996591;691854.879258276;693308.410761698;665552.198474129;654876.491660517;635037.153803563;613856.002441321;661231.592987573;683007.611379784;641282.262395892;730295.295314408;765295.153585538;742981.658848279
P02749;28;27;174.0597;1.83276801768439E-06;1.70745142456204E-07;1.83107415208277;0.999999956364096;W0;W20;39609.831;Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3;323860.720904736;314667.896479445;314175.758325751;401804.346371398;387265.398985392;387101.780915961;241155.969102612;232090.033609193;238717.454545815;338761.29575561;342591.955624095;332994.80421994;316641.28587067;317344.003176445;326445.853311946;232523.985308788;238059.232212518;227898.262446846;235036.661438543;251669.482926029;239328.420786161;264102.149588331;274829.422685198;266654.527044083
A0A0C4DH38;5;4;43.7837;1.93013027971478E-06;1.78210151594567E-07;1.8468987725502;0.999999949114823;W4;W12;12845.6615;Immunoglobulin heavy variable 5-51 OS=Homo sapiens OX=9606 GN=IGHV5-51 PE=1 SV=1;45336.6934786297;40574.3822463015;40111.5411566448;55956.9153206837;56434.6236630335;57878.3918753202;40508.6930857766;40942.5858178413;41040.0580467747;30966.4576965817;31058.2876396792;30167.6007683005;43035.8752273412;42754.7671887883;40988.3415736114;43577.0433214464;43813.0221025072;42643.4510467893;46561.6568691103;48380.7121661713;44026.5962808324;39942.1661012956;41532.7783250674;38019.240567445
P01031;141;132;1035.1024;2.21613859785474E-06;2.0280670664761E-07;2.11970827906857;0.99999992359523;W12;W0;190016.3479;Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4;338843.697275542;325430.013937246;333332.152040095;299776.095433331;297666.961263732;301703.08231832;279862.835076378;271935.080392834;295767.083183423;404788.109834031;436684.869333619;434157.514123642;414967.192303222;407141.461127816;412081.314974829;387782.348498554;391541.41117988;380017.806757684;306356.870210487;310830.936956256;332516.008079386;225783.224857056;236346.048876924;238596.87784451
"P01615;A0A075B6P5;A0A087WW87;P01614";4;3;21.8023;2.24258855296977E-06;2.03426996981618E-07;1.47223106568414;0.999999920925412;W0;W8;13070.8324;Immunoglobulin kappa variable 2D-28 OS=Homo sapiens OX=9606 GN=IGKV2D-28 PE=1 SV=2;15886.6735218809;14951.0774253259;15023.0647567108;16456.7522665235;17780.4731612599;19145.0906382342;12474.7338646147;12382.269138153;13089.8677879508;13525.9818686459;13533.9168102723;13717.8892707837;13603.145721755;14001.0909992455;14037.3568768816;13307.307405502;13643.3266181608;13827.7186012758;12831.7662350588;14179.302767237;13530.0027739633;13529.3943419502;12602.9414867419;14409.5784829666
Q2M243;5;2;28.455;2.55275966776214E-06;2.29549276145617E-07;2.02087619686643;0.999999885286383;W8;W28;75867.8723;Coiled-coil domain-containing protein 27 OS=Homo sapiens OX=9606 GN=CCDC27 PE=1 SV=2;5547.81590289251;5392.11248747185;5660.76095303172;5135.04409968142;4734.19083613847;4062.4278518096;5755.09861762035;5543.98679380022;5370.9100358885;5547.14099928287;5196.15334439654;5228.84535847056;4614.41463669239;4656.71187617269;5252.39248935383;5166.8551074621;4792.02751433091;4416.4813630502;3408.33176749449;3171.21917611056;3877.20458430185;2392.93331091829;2690.01826991807;3165.94336540408
P35908;15;11;116.6234;2.96466619265079E-06;2.64290559336902E-07;1.76650800104358;0.99999982536849;W4;W8;65718.1023;Keratin_ type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2;79542.6882522112;104501.916158033;99703.4197327297;102022.111252876;98808.6439684796;107981.635377713;55292.1804162519;61366.4139569708;58156.5722813495;75195.434046467;79099.2811584694;75365.5070338872;77740.4581195306;74489.9728511454;75156.2170113423;77720.7425541029;73503.8498710586;64091.2062891206;59279.0042776183;69611.4406303954;59061.436586883;53533.8730848192;60928.3747722101;66705.3491337971
P20848;7;3;50.0309;3.56331103479324E-06;3.14942818200687E-07;2.69044203528099;0.999999710803086;W28;W12;47934.8756;Alpha-1-antitrypsin-related protein OS=Homo sapiens OX=9606 GN=SERPINA2 PE=1 SV=2;9124.99667524057;6077.92841478085;5658.69459008156;9864.82683947245;6022.40309771755;10412.500787129;6401.33340501658;6091.87149199587;6160.36200622133;5181.3767905148;4517.38324766473;4488.3231757039;7378.02686044566;7763.00631580642;8161.11340392667;8136.01586010591;8552.13865621919;9025.79326626261;9800.55252702835;11376.59228794;11186.8717024469;12369.3928409177;12897.627426518;12902.5047692256
P06702;2;1;12.6709;3.96050579998253E-06;3.47082314349948E-07;17.045103131793;0.999999615705243;W20;W4;13299.061;Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1;160.188597144528;704.686924215847;778.978045151284;156.426779937426;66.7196497557608;82.9239457139184;290.399246384558;161.753039648439;237.666790617748;375.893875758859;303.673731230048;350.385501634896;447.390859160337;415.673333122189;445.498999609663;1845.38446768232;1749.63052305147;1621.98612366691;262.376800994306;516.547002730546;293.844181806077;260.621351874864;220.22046799636;455.201710859343
Q7Z7F7;4;3;33.0189;4.44249960807053E-06;3.86050638529977E-07;7.05310273397319;0.999999479063623;W0;W2;15128.3881;Large ribosomal subunit protein mL55 OS=Homo sapiens OX=9606 GN=MRPL55 PE=1 SV=1;102335.58189865;95926.5965327693;97667.0350334229;258106.416917042;248219.034064217;243542.971265243;173373.510260087;166473.557610189;173258.203554908;139200.916812552;141064.801346528;142060.179838546;170612.026390814;168856.794684206;167914.00789595;137955.673886625;136344.475841266;143552.749518971;217338.837706996;229354.080509357;215135.475242395;301497.509017965;305647.781771307;323684.324718216
P02763;47;39;217.0357;4.65045173059231E-06;4.00753877684829E-07;4.58791515934836;0.999999412749892;W0;W28;23767.7493;Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=2;1120916.98686925;1070904.73164404;1060579.65912643;987662.354133203;952002.559776159;954092.450395921;528899.663095328;509199.886417132;523481.806751964;796023.557805156;790980.37357726;788192.426332822;636760.141136338;618924.57595012;625741.137019669;602104.627261413;606308.562142837;604512.701109319;556023.879685684;558798.597463581;528092.891843807;314157.684626434;302501.440304626;305745.847598239
Q02325;5;1;45.6939;4.82350103947482E-06;4.12231186635296E-07;1.7496559552404;0.999999354246811;W0;W20;11198.7745;Plasminogen-like protein B OS=Homo sapiens OX=9606 GN=PLGLB1 PE=1 SV=1;101972.889880668;94878.016798683;95272.3082629208;118072.607889401;116021.01596981;111894.276930094;97509.7193852843;97516.2628421841;98804.5589732739;93003.3034001855;92034.0185028533;92822.9091769062;92648.5178500364;92105.5030350509;94357.557776446;87288.5328442823;86685.6527774798;85034.228554713;87072.7740432169;84952.0229670617;93627.3149868139;110761.615179228;115652.059775926;114832.65228609
P63261;22;1;187.4472;5.1056374796854E-06;4.3276684627803E-07;2.08480405661166;0.999999251919153;W0;W20;42135.1246;Actin_ cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;16310.3372855174;14111.7183973147;14696.0985040536;19433.047064038;17734.5180416462;19984.2303786369;13974.6228344225;13395.6868630419;14191.2168586392;12926.1880210094;12829.7578055433;12636.1609783629;12244.7388233144;11790.2342457599;11804.950682873;10591.1970119381;10174.8531011695;9530.91219263336;13824.4523615312;14891.5732893604;12857.3685761785;14654.9407893233;14329.3779495856;14763.7285667709
A0A075B6S5;5;2;41.0538;5.2307166265031E-06;4.39764248581804E-07;2.95142071159973;0.999999203854113;W0;W28;12882.6159;Immunoglobulin kappa variable 1-27 OS=Homo sapiens OX=9606 GN=IGKV1-27 PE=1 SV=1;10927.4618438102;9136.33394126542;8393.5718467854;14087.629683817;15743.9738285985;16277.9190183176;10938.6718525802;9924.1357520912;10492.0623863828;7537.65766111217;7297.09431941713;7176.84070780038;10243.5012943409;10204.3076863886;9848.21036742655;10133.161196841;9330.81429261563;9800.06946313429;10016.1776636292;10231.5372770929;7863.24521805161;6820.50696072072;7355.49084641684;5888.65824209632
"P01772;P0DP02";13;5;94.8973;7.09721317171397E-06;5.91875009157851E-07;10.4521594146545;0.999998285383275;W12;W28;13245.0239;Immunoglobulin heavy variable 3-33 OS=Homo sapiens OX=9606 GN=IGHV3-33 PE=1 SV=2;6555.66331841538;7507.5094469153;5766.33042471245;3301.94474042132;2515.19095022509;2626.08995999614;4907.72375425503;5765.68540525895;5270.12016958329;6653.82716851084;7248.95817227895;7104.72066762721;4881.93981017956;5194.13537592232;4370.03661729822;4014.02408884097;3914.80553849888;4283.10485350751;3065.18635751584;2273.91271779834;2976.13736858814;722.715051730031;591.338450720264;695.81882871252
"P0CG38;P0CG39";34;8;228.185;7.52118622038278E-06;6.22214556463149E-07;3.67924358609879;0.999998023450402;W0;W8;122936.3902;POTE ankyrin domain family member I OS=Homo sapiens OX=9606 GN=POTEI PE=1 SV=1;242812.540814403;233739.36608288;224191.439176035;325837.032810922;358764.116979421;353854.517557059;157716.471618923;155303.112031461;157769.527691009;179095.423611474;175273.921290543;181452.62592063;194976.905456088;196547.520742079;198329.36736456;179603.995700437;190212.335422769;192804.091828698;259945.711637043;289182.290574983;241898.006338742;248030.6940782;260493.762143099;270699.636659807
Q0IIM8;5;2;33.1155;8.92106952266047E-06;7.32167112115667E-07;1.27809504602626;0.999997017190131;W0;W20;130191.8198;TBC1 domain family member 8B OS=Homo sapiens OX=9606 GN=TBC1D8B PE=1 SV=2;35831.1165053849;37365.2285321523;38180.0082340045;35897.7904327133;35334.7732220444;36053.3326911467;32289.6377332713;32209.987144747;33758.4022987148;37904.6497801335;36495.0060522229;36574.233817713;34847.3457412237;33989.8836131249;32616.3493488771;34100.8620842926;32148.0788460817;31304.8324058533;34975.7966922671;39092.5502666739;36708.6957234549;39779.616155853;38834.5325710215;40975.7719756066
